ETA,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017
0,0,0,0,2,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0
1,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2,2,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
3,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
4,0,2,2,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
5,1,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,1,1,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0
9,1,0,1,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0
10,0,1,0,1,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0
11,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1
12,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,2,0
13,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,2
14,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0
15,1,0,1,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0
16,1,2,0,1,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,3,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1
17,1,0,1,0,1,0,0,1,1,0,1,1,1,0,2,0,0,1,0,0,3,1,0,1,0,0,0,0,0,2,3,1,0,0,0,0
18,0,0,0,2,0,1,0,0,1,1,1,1,1,1,0,2,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0
19,2,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,2,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,2,1,0,0
20,0,2,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,2,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1,2,1,0
21,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1,2,1
22,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1,2
23,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,2,2,1,0,0,2,0,0,1,0,1
24,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,2,1,0,2,0,0,1,0,1,2,1,0,0,2,0,0,1,0
25,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,1,0,2,0,0,1
26,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2,0,0,2,1,0,1,1,1,0,2,0,0
